repositoryOrigin,repositoryPath,repositoryBranch,scmType,repositoryLink,name,requestedVersion,version
github.com,epicmaxco/vuestic-ui,develop,GITHUB,"https://github.com/epicmaxco/vuestic-ui/blob/develop",lodash,^4.17.21,
github.com,epicmaxco/vuestic-ui,develop,GITHUB,"https://github.com/epicmaxco/vuestic-ui/blob/develop",lodash,^4.17.21,
github.com,"danielfsousa/express-rest-boilerplate",main,GITHUB,"https://github.com/danielfsousa/express-rest-boilerplate/blob/main",uuid,^3.1.0,
github.com,alyssaxuu/screenity,master,GITHUB,"https://github.com/alyssaxuu/screenity/blob/master",axios,^1.6.2,1.6.2
github.com,SoftwareBrothers/adminjs,master,GITHUB,"https://github.com/SoftwareBrothers/adminjs/blob/master",uuid,^9.0.0,
github.com,alibaba/x-render,master,GITHUB,"https://github.com/alibaba/x-render/blob/master",dayjs,^1.11.7,
github.com,alibaba/x-render,master,GITHUB,"https://github.com/alibaba/x-render/blob/master",dayjs,^1.11.7,
github.com,alibaba/x-render,master,GITHUB,"https://github.com/alibaba/x-render/blob/master",dayjs,^1.11.7,
github.com,alibaba/x-render,master,GITHUB,"https://github.com/alibaba/x-render/blob/master",dayjs,^1.11.7,
github.com,codex-team/editor.js,next,GITHUB,"https://github.com/codex-team/editor.js/blob/next",nanoid,^4.0.2,
github.com,TypeStrong/ts-node,main,GITHUB,"https://github.com/TypeStrong/ts-node/blob/main",axios,^0.21.1,
github.com,tapexyz/tape,main,GITHUB,"https://github.com/tapexyz/tape/blob/main",axios,^1.7.3,
github.com,tapexyz/tape,main,GITHUB,"https://github.com/tapexyz/tape/blob/main",axios,^1.7.3,
github.com,tapexyz/tape,main,GITHUB,"https://github.com/tapexyz/tape/blob/main",axios,^1.7.3,
github.com,async-labs/saas,master,GITHUB,"https://github.com/async-labs/saas/blob/master",moment,^2.29.4,
github.com,async-labs/saas,master,GITHUB,"https://github.com/async-labs/saas/blob/master",moment,^2.29.4,
github.com,async-labs/saas,master,GITHUB,"https://github.com/async-labs/saas/blob/master",moment,^2.29.4,
github.com,async-labs/saas,master,GITHUB,"https://github.com/async-labs/saas/blob/master",moment,^2.29.4,
github.com,async-labs/saas,master,GITHUB,"https://github.com/async-labs/saas/blob/master",moment,^2.29.4,
github.com,async-labs/saas,master,GITHUB,"https://github.com/async-labs/saas/blob/master",moment,^2.29.4,
github.com,async-labs/saas,master,GITHUB,"https://github.com/async-labs/saas/blob/master",moment,^2.29.1,
github.com,async-labs/saas,master,GITHUB,"https://github.com/async-labs/saas/blob/master",moment,^2.29.4,
github.com,mixn/carbon-now-cli,master,GITHUB,"https://github.com/mixn/carbon-now-cli/blob/master",nanoid,^3.3.6,3.3.6
github.com,"reactioncommerce/reaction",trunk,GITHUB,"https://github.com/reactioncommerce/reaction/blob/trunk",ramda,^0.28.0,
github.com,"reactioncommerce/reaction",trunk,GITHUB,"https://github.com/reactioncommerce/reaction/blob/trunk",ramda,^0.28.0,
github.com,"reactioncommerce/reaction",trunk,GITHUB,"https://github.com/reactioncommerce/reaction/blob/trunk",ramda,^0.28.0,
github.com,"reactioncommerce/reaction",trunk,GITHUB,"https://github.com/reactioncommerce/reaction/blob/trunk",ramda,^0.28.0,
github.com,Blazity/next-enterprise,main,GITHUB,"https://github.com/Blazity/next-enterprise/blob/main",lodash,^4.17.21,
