repositoryOrigin,repositoryPath,repositoryBranch,sourcePath,language,sourceFileType,linesOfText,hasParseFailures
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/EmbeddedSimpleTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/FtpServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/BeanServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/AbstractArchetypeTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,159,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/JmsServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/BindingComponentTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,24,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/ServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/SharedLibraryTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/LwContainerServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/SnmpServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,23,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/SmppServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,23,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/VfsServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,23,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/MailServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/java/org/apache/servicemix/tooling/EipServiceUnitTest.java,Java,org.openrewrite.java.tree.J$CompilationUnit,22,FALSE
github.com,apache/servicemix-archetypes,trunk,servicemix-archetypes-itests/src/test/resources/archetype-pom.xml,Xml,org.openrewrite.xml.tree.Xml$Document,28,FALSE
